Age,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,n_cols,attrition_yes,attrition_no,total,attrition_rate,attrition_lift
,Travel_Frequently,,,,,,,Medium,,,,,,,,,,,,Junior,,,,,,,3,11,6,17,0.6471,4.0134
,,,,,,,,,,Laboratory Technician,,,,,,,,,,,Medium,Low,,,,,3,11,6,17,0.6471,4.0134
,,,,,Life Sciences,,,,Entry,,,,,,,,,,,,,Low,,,,,3,11,6,17,0.6471,4.0134
,,,,,,,,,,,,,,,Yes,,,,,Junior,High,,,,,,3,11,6,17,0.6471,4.0134
Young,,,,,,,,,,,,Single,,,,,,,,,,,New,,,,3,40,22,62,0.6452,4.0016
,,,,Bachelor,,,,,,,,,,,Yes,,,,,,,,New,,,,3,27,15,42,0.6429,3.9873
,,,,,,,,Medium,,Sales Representative,,,,,,,,,,,,,,,Recent,,3,9,5,14,0.6429,3.9873
,,,,,,,,Low,,,,,,Few,,,,,,Junior,,,,,,,3,9,5,14,0.6429,3.9873
,,,,,Technical Degree,,,,,,,Single,,,,,,High,,,,,,,,,3,9,5,14,0.6429,3.9873
,Travel_Frequently,,,,,,,,Entry,,,,,Many,,,,,,,,,,,,,3,9,5,14,0.6429,3.9873
,,,,,,,,,,Laboratory Technician,,,,,,,Excellent,,,,,Low,,,,,3,9,5,14,0.6429,3.9873
,,,,,,,,,Entry,,,,,,Yes,,Outstanding,,,,,,,,,,3,18,10,28,0.6429,3.9873
,,,,,,,,,,Laboratory Technician,,,,,Yes,,,,,,,,New,,,,3,18,10,28,0.6429,3.9873
,,,,,,Low,,,,,Low,,Low,,,,,,,,,,,,,,3,9,5,14,0.6429,3.9873
,,,,,,Low,,,,,Low,,,,,,,,,,,,New,,,,3,9,5,14,0.6429,3.9873
,,,,,Marketing,,,,,,,,Low,,,,,,,,,,New,,,,3,9,5,14,0.6429,3.9873
,,,,,,,,,,,Medium,,,,Yes,,,High,,,,,,,,,3,9,5,14,0.6429,3.9873
,,,,,,Low,,,,,Medium,,,,Yes,,,,,,,,,,,,3,9,5,14,0.6429,3.9873
,,,,,,Medium,,,,Sales Representative,,,,,,,,,,Junior,,,,,,,3,9,5,14,0.6429,3.9873
,,,,,,,,,,Sales Representative,,Single,,,,,,,,,,,New,,,,3,16,9,25,0.64,3.9696
,Travel_Frequently,,,,,,,,,,,,Low,,,,,,,,,,New,,,,3,23,13,36,0.6389,3.9627
,,,,,,,,,,,,,Low,,Yes,,,,,Junior,,,,,,,3,37,21,58,0.6379,3.9568
,,,,,,,,,,Sales Representative,,,,,Yes,,,,,,,,Mid,,,,3,7,4,11,0.6364,3.9471
,,Research & Development,,,,Low,,Low,,,,,,,,,,,,,,,,,,,3,7,4,11,0.6364,3.9471
,Travel_Frequently,,,Bachelor,,,,,,Sales Representative,,,,,,,,,,,,,,,,,3,7,4,11,0.6364,3.9471
,,,,,,,,,,,Medium,,Low,,Yes,,,,,,,,,,,,3,14,8,22,0.6364,3.9471
,,,,,,,,,,,,,,,Yes,,,Low,,Junior,,,,,,,3,7,4,11,0.6364,3.9471
,,,,,,,Female,Low,Entry,,,,,,,,,,,,,,,,,,3,7,4,11,0.6364,3.9471
,,,,,,,,,,Sales Representative,Low,,,,No,,,,,,,,,,,,3,7,4,11,0.6364,3.9471
Young,,,,,,,,,,,,,,,Yes,,,,No Stock,,,,,,,,3,35,20,55,0.6364,3.9471
,,,,Bachelor,,,,,,,,,,,Yes,,,,,,,Low,,,,,3,7,4,11,0.6364,3.9471
,Travel_Frequently,,,,,,,,,,,,,Many,,,,High,,,,,,,,,3,7,4,11,0.6364,3.9471
Young,,,Far,,,,,,,,,,,,Yes,,,,,,,,,,,,3,14,8,22,0.6364,3.9471
,,,,,,,,Low,,,,,,Many,,,,,,,,,,,,,2,7,4,11,0.6364,3.9471
,,,,,,,,,,Sales Representative,,,,,,,,Medium,,,Medium,,,,,,3,7,4,11,0.6364,3.9471
,,,,,Marketing,,,,,,,Single,,,,,,,,Junior,,,,,,,3,7,4,11,0.6364,3.9471
,,,,,,,,,,,,,,,,,Outstanding,,No Stock,,,Very High,,,,,3,7,4,11,0.6364,3.9471
Young,,,,,,,,Medium,,,,,,Some,,,,,,,,,,,,,3,7,4,11,0.6364,3.9471
,,,,,,,,,,Sales Representative,,,,,,Low,,,,,Medium,,,,,,3,7,4,11,0.6364,3.9471
,,,,,,Low,,Low,,,,,,,,,,,,,,High,,,,,3,7,4,11,0.6364,3.9471
,,,,,,,,,,,,,,,Yes,,,,,,,Low,,,,New,3,7,4,11,0.6364,3.9471
,,,,,,Low,,,,,Medium,,,,,,,,,Junior,,,,,,,3,7,4,11,0.6364,3.9471
,,,,,,,,Low,,,,,,,,,,,No Stock,,,,,,,Mid,3,7,4,11,0.6364,3.9471
,,,,,,,,,Entry,,,,,Many,Yes,,,,,,,,,,,,3,14,8,22,0.6364,3.9471
,,,,,,,Male,,,Sales Representative,,,,,Yes,,,,,,,,,,,,3,7,4,11,0.6364,3.9471
,,,,,,Low,,,,,,Single,Low,,,,,,,,,,,,,,3,14,8,22,0.6364,3.9471
,,,,,Life Sciences,,,,,,High,,,,,,,,,,,Low,,,,,3,7,4,11,0.6364,3.9471
,,,,BelowCollege,,,,,,,,,,,Yes,,,,,,High,,,,,,3,7,4,11,0.6364,3.9471
,,,,,,,,,,,,,,,Yes,High,,,,,,,New,,,,3,14,8,22,0.6364,3.9471
,,,,,,,,,,,Low,,,Many,,,,,,,,,New,,,,3,7,4,11,0.6364,3.9471
,Travel_Frequently,,,,,High,,,,,,,,Many,,,,,,,,,,,,,3,7,4,11,0.6364,3.9471
,,,,,,,,,,,,,Low,,,,,,No Stock,,,Low,,,,,3,7,4,11,0.6364,3.9471
,Travel_Frequently,,,,,,,,,Sales Representative,,,,,,,Excellent,,,,,,,,,,3,14,8,22,0.6364,3.9471
,Travel_Frequently,,,,Technical Degree,,,,,,,Single,,,,,,,,,,,,,,,3,7,4,11,0.6364,3.9471
Young,,,,,,,,Low,,,,,,,,,,,,Junior,,,,,,,3,7,4,11,0.6364,3.9471
,,,,,,Low,,,,,,,,Many,,,,,,,,,,,Mid,,3,7,4,11,0.6364,3.9471
,,,,,Life Sciences,,,,,,,,,,,,,,,,,Low,New,,,,3,7,4,11,0.6364,3.9471
,,,,,,,,Low,,,,,,,Yes,,,,,,,,,,,New,3,7,4,11,0.6364,3.9471
,,Sales,,,Technical Degree,,,,,,,Single,,,,,,,,,,,,,,,3,7,4,11,0.6364,3.9471
,,,,,,,,Medium,,,,,,,Yes,,,,,Junior,,,,,,,3,21,12,33,0.6364,3.9471
,,,,,,,,Low,,,,,,Many,,,Excellent,,,,,,,,,,3,7,4,11,0.6364,3.9471
,,,,,,Low,,Low,,,,,Medium,,,,,,,,,,,,,,3,7,4,11,0.6364,3.9471
,Travel_Frequently,,,,,,,,,,,,,,Yes,,,,,Junior,,,,,,,3,14,8,22,0.6364,3.9471
,,,,,Marketing,Low,,,,,,Single,,,,,,,,,,,,,,,3,7,4,11,0.6364,3.9471
,,,,,,High,,,,,,Single,,,,,,,,,Low,,,,,,3,7,4,11,0.6364,3.9471
,Travel_Frequently,,,,,,,,Entry,,,,,,,,,,,,,Very High,,,,,3,7,4,11,0.6364,3.9471
Young,,,,,,,,,,,,,,,Yes,,,,,,,,,,,New,3,40,23,63,0.6349,3.9381
,,,,,,,,Medium,Entry,,,,,,Yes,,,,,,,,,,,,3,26,15,41,0.6341,3.9333
,,,,,,,,,,Sales Representative,,Single,,,,,,,,,,,,,Recent,,3,19,11,30,0.6333,3.9283
,,,,,,Low,,,,,,Single,,,Yes,,,,,,,,,,,,3,19,11,30,0.6333,3.9283
,Travel_Frequently,,,,,,,,,,,,,,,,,,No Stock,,,,New,,,,3,19,11,30,0.6333,3.9283
,,,,,,,,,,,Medium,,,,Yes,,,,,Junior,,,,,,,3,12,7,19,0.6316,3.9174
,,,,,Marketing,,,,,Sales Representative,,,,,,,,,,Junior,,,,,,,3,12,7,19,0.6316,3.9174
,,,,,,,,Low,,,,,,,,,,,No Stock,,,,,,Recent,,3,12,7,19,0.6316,3.9174
,,,,,Marketing,,,,Entry,,,,,,,,,,,Junior,,,,,,,3,12,7,19,0.6316,3.9174
,,,,,,,,Low,,,,,,,,,Excellent,,,,,,New,,,,3,12,7,19,0.6316,3.9174
,,,Far,,,,,Medium,,,,,,,Yes,,,,,,,,,,,,3,12,7,19,0.6316,3.9174
,,,,,,,,,,,,,,Few,Yes,,,,,,,,New,,,,3,29,17,46,0.6304,3.9103
,,,,,,,,,,,Low,,,,,,,,,Junior,,,New,,,,3,17,10,27,0.6296,3.9053
,,,,,,Low,,,,,,,,,Yes,,,,,,,,,New,,,3,22,13,35,0.6286,3.8987
,Travel_Frequently,,,,,,,,Entry,,,,,,,,,,,,,,New,,,,3,27,16,43,0.6279,3.8946
Young,,,,,,,,,,,,,,,Yes,,,,,,,,,New,,,3,40,24,64,0.625,3.8766
,,,,,,,,,,Sales Executive,,Single,,,Yes,,,,,,,,,,,,3,20,12,32,0.625,3.8766
,,,,,Marketing,,,,,,,,,Few,,,,,,,,,New,,,,3,10,6,16,0.625,3.8766
Young,Travel_Frequently,,,,,,,,,,,,,,,Low,,,,,,,,,,,3,10,6,16,0.625,3.8766
,,,,,,,Female,,Entry,,,,,,,,,,,,,Very High,,,,,3,10,6,16,0.625,3.8766
,,,,,,,,,,Sales Executive,,,,,Yes,,,,,,,,New,,,,3,10,6,16,0.625,3.8766
,,,,,,,,,,,,,Low,,Yes,,,,,,High,,,,,,3,15,9,24,0.625,3.8766
,,,,,Marketing,,,,,,,,Low,,,,,,,,,,,New,,,3,10,6,16,0.625,3.8766
,,,,,,,,High,,Sales Representative,,,,,Yes,,,,,,,,,,,,3,10,6,16,0.625,3.8766
,,,,,,,,Low,Entry,,,,,,,,,,,Junior,,,,,,,3,10,6,16,0.625,3.8766
,Travel_Frequently,,,,Technical Degree,,,,,,,,,,,,,,,,,,,,Recent,,3,10,6,16,0.625,3.8766
,,,,,,,,,,Laboratory Technician,,,,,,,,,,,,Low,,,Recent,,3,10,6,16,0.625,3.8766
,,,,,Marketing,,,,,,,,Low,,,,,,,Junior,,,,,,,3,10,6,16,0.625,3.8766
,,,,,,,,Medium,,,,,,,Yes,,,,,,,,New,,,,3,20,12,32,0.625,3.8766
,,,,,,,,,,,,,,,,,,,No Stock,,,Low,,,,New,3,10,6,16,0.625,3.8766
,,,,,,,,,,,Low,,,,Yes,,,,,Junior,,,,,,,3,10,6,16,0.625,3.8766
Young,Travel_Frequently,,,,,,,,,,,,,,Yes,,,,,,,,,,,,3,15,9,24,0.625,3.8766
,,,,,,,,Low,,,,Single,,,,,,,,,,,,New,,,3,10,6,16,0.625,3.8766
,,,,,,,,,Entry,,,,,,Yes,,,,,Junior,,,,,,,3,46,28,74,0.6216,3.8556
,,,,,,,,,Entry,,Medium,,,,Yes,,,,,,,,,,,,3,18,11,29,0.6207,3.8498
,,,Far,,,,,,,,,,,,Yes,,,,,,,,New,,,,3,18,11,29,0.6207,3.8498
,,Sales,,,,,,,,,,,,,Yes,,,,,,,,New,,,,3,18,11,29,0.6207,3.8498
,,Sales,,,,,,,,,Medium,Single,,,,,,,,,,,,,,,3,18,11,29,0.6207,3.8498
,,,,,,,,,Entry,,,Single,,,,,Outstanding,,,,,,,,,,3,18,11,29,0.6207,3.8498
,,,,,,,,,Entry,,Low,,,,,,Outstanding,,,,,,,,,,3,13,8,21,0.619,3.8397
,,,,,,,,,,,,,Low,,Yes,,Outstanding,,,,,,,,,,3,13,8,21,0.619,3.8397
,,,,,,,,,,,,,Low,,Yes,,,,,,,,,New,,,3,52,32,84,0.619,3.8397
,,,Far,,,,,,,,,Single,,,,,,,,Junior,,,,,,,3,13,8,21,0.619,3.8397
Young,,,,,,,,,,,,,,,Yes,,,,,Junior,,,,,,,3,34,21,55,0.6182,3.8343
,,,,,,,,,,,,,Low,,Yes,,,,,,,High,,,,,3,42,26,68,0.6176,3.831
,,,,,,,,,,,,,,,Yes,High,,,No Stock,,,,,,,,3,21,13,34,0.6176,3.831
,,,,,,,,,,,,,,,Yes,,,,,Junior,,,,,,New,3,50,31,81,0.6173,3.8287
Young,,,,,Technical Degree,,,,,,,,,,,,,,,,,,,Established,,,3,8,5,13,0.6154,3.8169
,,,,,,,,,,,,,,Many,Yes,,,,,,,Medium,,,,,3,8,5,13,0.6154,3.8169
,Travel_Frequently,,,,,,,,,,Medium,Single,,,,,,,,,,,,,,,3,8,5,13,0.6154,3.8169
,Travel_Frequently,,,,,Low,,,,,,,Low,,,,,,,,,,,,,,3,8,5,13,0.6154,3.8169
,,,Far,,,,,,,,Medium,,,,,,,,,,,,New,,,,3,8,5,13,0.6154,3.8169
,,,,,,Medium,,,,Sales Representative,,,,,,,,,,,,,,,Recent,,3,8,5,13,0.6154,3.8169
,,,,,,Medium,,,,,,,,,Yes,,,,,Junior,,,,,,,3,8,5,13,0.6154,3.8169
,,Sales,,,,,,,,,,,,Many,Yes,,,,,,,,,,,,3,8,5,13,0.6154,3.8169
Young,,,,,Technical Degree,,,,,,,,,,Yes,,,,,,,,,,,,3,8,5,13,0.6154,3.8169
,,Sales,,,,,,Low,,,,Single,,,,,,,,,,,,,,,3,8,5,13,0.6154,3.8169
,,,,,,,Female,Low,,,,,,,,Medium,,,,,,,,,,,3,8,5,13,0.6154,3.8169
,,,,,,,,,,,,Single,Low,,,,,,,,,Very High,,,,,3,8,5,13,0.6154,3.8169
Young,,,,,,,,,,Laboratory Technician,,,,,Yes,,,,,,,,,,,,3,16,10,26,0.6154,3.8169
,,,,,,Low,,,,,Medium,,Low,,,,,,,,,,,,,,3,8,5,13,0.6154,3.8169
,,,,,,,,,,,,,Low,,Yes,High,,,,,,,,,,,3,16,10,26,0.6154,3.8169
Young,,,,,,,,Low,,,,,Low,,,,,,,,,,,,,,3,8,5,13,0.6154,3.8169
,,,,,,,,,Entry,,,,,,Yes,,,,,,,,New,,,,3,40,25,65,0.6154,3.8169
,Travel_Frequently,,,,,,,,,,,,,Many,,,,,,,,,New,,,,3,8,5,13,0.6154,3.8169
Young,,,,,Technical Degree,,,,,,,,,,,,,,,,,,,,,Mid,3,8,5,13,0.6154,3.8169
,,,,,,,Male,Low,,,,,,,Yes,,,,,,,,,,,,3,8,5,13,0.6154,3.8169
,Travel_Frequently,,,,,,,,,Sales Representative,,,,,,Medium,,,,,,,,,,,3,8,5,13,0.6154,3.8169
,,,,,,,,,,,,,Low,,Yes,,,Low,,,,,,,,,3,8,5,13,0.6154,3.8169
Young,Travel_Frequently,,,,,,,,,,,,,,,,,,,,,,,,,New,3,27,17,44,0.6136,3.8061
,,,,,,,,,,Laboratory Technician,,Single,,,,,,,,Junior,,,,,,,3,19,12,31,0.6129,3.8016
,,,,,Technical Degree,,,,,,,,,,,,,,,,,,New,,Recent,,3,11,7,18,0.6111,3.7904
,,,,,,,,,,,,,Low,,,,,,No Stock,,,Very High,,,,,3,11,7,18,0.6111,3.7904
,,,,,,,,Low,,,,,,Few,,,,,,,,,,New,,,3,11,7,18,0.6111,3.7904
Young,,,,,,,,,,,,,,,,,,,No Stock,,,,New,,,,3,44,28,72,0.6111,3.7904
,,,,,,,,,,Research Scientist,,Single,,,,,Outstanding,,,,,,,,,,3,11,7,18,0.6111,3.7904
,,,,,,Low,,,,,Low,Single,,,,,,,,,,,,,,,3,11,7,18,0.6111,3.7904
,,,,,,,,Low,Entry,,,,,,,,,,,,,,,New,,,3,11,7,18,0.6111,3.7904
,,,,Bachelor,,,,,,Sales Representative,,,,,,,,,No Stock,,,,,,,,3,11,7,18,0.6111,3.7904
,Travel_Frequently,,,,,,,Medium,,,,,Low,,,,,,,,,,,,,,3,14,9,23,0.6087,3.7755
,,,,,,,,,,,Low,,,,Yes,,,,,,,,New,,,,3,14,9,23,0.6087,3.7755
,,,,,,,,,,Sales Representative,,,,,,Medium,,,No Stock,,,,,,,,3,14,9,23,0.6087,3.7755
,,,,Bachelor,,,,,,Sales Representative,,,,,,,,,,,,,,,Recent,,3,14,9,23,0.6087,3.7755
,,,Medium,,,,,,,,,,,,Yes,,,,,Junior,,,,,,,3,17,11,28,0.6071,3.7658
,,,,Bachelor,,,,,Entry,,,,,,Yes,,,,,,,,,,,,3,37,24,61,0.6066,3.7622
Young,Travel_Frequently,,,,,,,,,,,,,,,,,,,Junior,,,,,,,3,20,13,33,0.6061,3.7591
,,,,,,,,,,Sales Representative,,,,,,,,,No Stock,,,,,,Recent,,3,20,13,33,0.6061,3.7591
,,,,,,Low,,,,,,,Low,,,,,,No Stock,,,,,,,,3,20,13,33,0.6061,3.7591
,,,,,,Low,,,,,,,,,Yes,,,,No Stock,,,,,,,,3,23,15,38,0.6053,3.7542
Young,Travel_Frequently,,,,,,,,,,,,,,,,,,,,,,,New,,,3,23,15,38,0.6053,3.7542
,,,,,,,,,,Laboratory Technician,,,,,Yes,,,,,,,,,New,,,3,23,15,38,0.6053,3.7542
,,,,,,,,,Entry,Laboratory Technician,,,,,Yes,,,,,,,,,,,,3,29,19,48,0.6042,3.7474
,,,,,,,,,,,,,,,Yes,,,,,Junior,,,,,Recent,,3,41,27,68,0.6029,3.7398
,,,,,,,,,,,,,Low,,Yes,,,,,,,,,,Recent,,3,50,33,83,0.6024,3.7365
,,,,,Technical Degree,,,,,,,Single,,,,,,,,,,,,,,New,3,12,8,20,0.6,3.7215
,,,,,,,,,,,,Single,,,,High,,,,Junior,,,,,,,3,15,10,25,0.6,3.7215
Young,,,Near,,,,,,,,,,,Many,,,,,,,,,,,,,3,9,6,15,0.6,3.7215
,,,,,,,,,Entry,,,Single,,,,,,,,,,Low,,,,,3,9,6,15,0.6,3.7215
,,,,,,,,Low,,,,,,,,,Excellent,,,Junior,,,,,,,3,9,6,15,0.6,3.7215
,,,,,,,,,,Laboratory Technician,Low,,,,,,,,No Stock,,,,,,,,3,15,10,25,0.6,3.7215
,,,,,,Low,,,,,,,,Many,,,,,,,,,New,,,,3,9,6,15,0.6,3.7215
Young,,,,,,,,,,,Low,,,Many,,,,,,,,,,,,,3,6,4,10,0.6,3.7215
,,,,,,,,,,,,Single,Low,,,,Outstanding,,,,,,,,,,3,12,8,20,0.6,3.7215
,Travel_Frequently,,Far,,,,,,,,,,,,,,,,,Junior,,,,,,,3,6,4,10,0.6,3.7215
,,Human Resources,,,,,,,,,,,Low,,,,,,,,,,New,,,,3,6,4,10,0.6,3.7215
,,,Far,,,,,,,,,,,,Yes,,Outstanding,,,,,,,,,,3,9,6,15,0.6,3.7215
,,,,,,Low,,,,,Low,,,,Yes,,,,,,,,,,,,3,9,6,15,0.6,3.7215
,,,,,,Low,,Low,,,,,,,,,,,,,,,,New,,,3,6,4,10,0.6,3.7215
Young,,Human Resources,,,,,,,,,,,,,,,,,,,,,,,,New,3,6,4,10,0.6,3.7215
,,,,,Technical Degree,,,,,,,,Low,,Yes,,,,,,,,,,,,3,6,4,10,0.6,3.7215
Young,,,,,,,,,,Sales Representative,,Single,,,,,,,,,,,,,,,3,15,10,25,0.6,3.7215
Young,Travel_Frequently,,,,,Medium,,,,,,,,,,,,,,,,,,,,,3,6,4,10,0.6,3.7215
,,Sales,Far,,,,,,,,,,,,Yes,,,,,,,,,,,,3,18,12,30,0.6,3.7215
,,,,,Technical Degree,,,,Entry,,,Single,,,,,,,,,,,,,,,3,15,10,25,0.6,3.7215
,Travel_Frequently,,,,,Low,,,,,,,,,,,,,,Junior,,,,,,,3,6,4,10,0.6,3.7215
,,,,,,,,,Entry,Laboratory Technician,,,,,,,,,,,Low,,,,,,3,6,4,10,0.6,3.7215
Young,,,,,,,,,,,,,,,Yes,,,,,,,Very High,,,,,3,6,4,10,0.6,3.7215
,,,,,,High,,,,Laboratory Technician,,,,,Yes,,,,,,,,,,,,3,9,6,15,0.6,3.7215
,,,,,,,,Low,,,,,,,,,,,,Junior,,High,,,,,3,6,4,10,0.6,3.7215
,,,,,,Medium,,,,Laboratory Technician,,,,,Yes,,,,,,,,,,,,3,6,4,10,0.6,3.7215
,,,,,,,,,,,,,Low,,Yes,,,,High,,,,,,,,3,6,4,10,0.6,3.7215
,,,,,Life Sciences,,,,,,,,,,Yes,,,,,,,Low,,,,,3,6,4,10,0.6,3.7215
,,,,,,,,,,Human Resources,,,Low,,,Low,,,,,,,,,,,3,6,4,10,0.6,3.7215
Young,,,,,,,,Low,,,,,,,,,,,,,High,,,,,,3,6,4,10,0.6,3.7215
,,,,,,,Female,,,Sales Representative,,,,,,,,High,,,,,,,,,3,6,4,10,0.6,3.7215
,,,,,Marketing,,,,,,High,Single,,,,,,,,,,,,,,,3,6,4,10,0.6,3.7215
,,,,,,,,Low,,,,,,,,,,Very High,,,,,,New,,,3,6,4,10,0.6,3.7215
,,,,,Marketing,,,,,Sales Representative,,,,,,,,,,,,,,,,New,3,12,8,20,0.6,3.7215
,,Sales,,,,,,Low,,,,,,,,,,,,,,,,New,,,3,9,6,15,0.6,3.7215
,,,,,,,,,,Laboratory Technician,,,,,Yes,,,,,,High,,,,,,3,6,4,10,0.6,3.7215
,,,,,,,,,,,Low,Single,,,,,,,,,,,New,,,,3,12,8,20,0.6,3.7215
,,,Far,,,,,Low,,,,,,,,,,,,,,,New,,,,3,6,4,10,0.6,3.7215
,,,,,,,,,,,,Single,,,,,,Medium,,,,,New,,,,3,15,10,25,0.6,3.7215
,,,,,,Low,,,,Laboratory Technician,,,,,,,,,,,,,New,,,,3,12,8,20,0.6,3.7215
,Travel_Frequently,,,,,Medium,,,,,,,,,Yes,,,,,,,,,,,,3,9,6,15,0.6,3.7215
,,,,,Marketing,,,,,Sales Representative,,,,,,,,,,,,,New,,,,3,9,6,15,0.6,3.7215
,,,Far,,,,,,,Sales Representative,,,,,,,,,,,,,,,Recent,,3,6,4,10,0.6,3.7215
,,,,,,,,,Entry,,,,,,,,,,,,,Low,New,,,,3,9,6,15,0.6,3.7215
,Travel_Rarely,,,,,Low,,,,,,,,,Yes,,,,,,,,,,,,3,21,14,35,0.6,3.7215
,Travel_Rarely,,,,,,,Low,,,,,,,,,,,,Junior,,,,,,,3,6,4,10,0.6,3.7215
,,,,,,Low,,,,,,Single,,,,,,,,,,,New,,,,3,15,10,25,0.6,3.7215
,,,,,,,,Low,,,High,,,,,,,,No Stock,,,,,,,,3,6,4,10,0.6,3.7215
,Travel_Frequently,,,,,,,,Entry,,,Single,,,,,,,,,,,,,,,3,24,16,40,0.6,3.7215
Young,,,,,,,,,,,,,,Some,,,,,,,High,,,,,,3,6,4,10,0.6,3.7215
,,,,,,,Female,,,,,,,,,,,Very High,,,Low,,,,,,3,6,4,10,0.6,3.7215
,,,,,,,,,,Laboratory Technician,,,,,Yes,,,,,,,,,,,New,3,24,16,40,0.6,3.7215
,,,,,,,Female,,,,,,,,,,,Low,,,,Very High,,,,,3,6,4,10,0.6,3.7215
,,,,,,,,,Entry,,,,,,Yes,High,,,,,,,,,,,3,21,14,35,0.6,3.7215
Mid,,,,,,,,Low,,,,,,,,,,,,,,Medium,,,,,3,6,4,10,0.6,3.7215
,,,,,,,,,,,,Single,,,,,Outstanding,,,,,Very High,,,,,3,6,4,10,0.6,3.7215
,Travel_Frequently,,,,,,Male,,,Sales Representative,,,,,,,,,,,,,,,,,3,6,4,10,0.6,3.7215
,,,,,,,,Low,,Sales Executive,,,,,,,,,No Stock,,,,,,,,3,6,4,10,0.6,3.7215
,,,,,,,,,,,,,Low,,,,,,,Mid,,Low,,,,,3,6,4,10,0.6,3.7215
,,,,,Marketing,,,,,,,,,,Yes,,,,,,,,,,Mid,,3,6,4,10,0.6,3.7215
,,,,,,,,,Mid,,,,,Many,Yes,,,,,,,,,,,,3,6,4,10,0.6,3.7215
,,,,,,,,,,Laboratory Technician,,,,,,,,Low,,Junior,,,,,,,3,6,4,10,0.6,3.7215
,,,,,Marketing,Low,,,,,,,,,,,,,,,,,Mid,,,,3,6,4,10,0.6,3.7215
,,,,,,,,,,,,,,Many,Yes,,,Medium,,,,,,,,,3,6,4,10,0.6,3.7215
,,Sales,,,,,,,Entry,,,Single,,,,,,,,,,,,,,,3,21,14,35,0.6,3.7215
Young,,,,,Marketing,,,,,,,,,,,,,,No Stock,,,,,,,,3,9,6,15,0.6,3.7215
,,,,,,Low,,,Entry,,,,,,,,,,,,,Low,,,,,3,6,4,10,0.6,3.7215
,Travel_Frequently,,,,,,,,,,,,,,,,,Low,,Junior,,,,,,,3,6,4,10,0.6,3.7215
,Travel_Frequently,,,,,,,,,,,,,,,,,,,,,Very High,,New,,,3,6,4,10,0.6,3.7215
,,Human Resources,,,,,,,,,,,Low,,,,,,,Junior,,,,,,,3,6,4,10,0.6,3.7215
Mid,,,,,,,,,,,,,Low,,,,,,,,,Low,,,,,3,6,4,10,0.6,3.7215
,,,,,,,,,,Sales Executive,,,,,,,,,,,,Medium,New,,,,3,6,4,10,0.6,3.7215
,,,,,,,,,,,,,,Many,Yes,,,,,,,,,,Mid,,3,12,8,20,0.6,3.7215
,,,,,,Low,,Medium,,,,,Low,,,,,,,,,,,,,,3,12,8,20,0.6,3.7215
,,,,,,,,,,,,,,,Yes,,,Low,No Stock,,,,,,,,3,15,10,25,0.6,3.7215
,,Human Resources,,,,,,,,,,,Low,,,Low,,,,,,,,,,,3,6,4,10,0.6,3.7215
,,,Far,,,,,,,Human Resources,,,,,,,Excellent,,,,,,,,,,3,6,4,10,0.6,3.7215
,,,,,,,,,,Research Scientist,,,,Many,,,,,,,,,,,Mid,,3,6,4,10,0.6,3.7215
,Travel_Rarely,,,,,,,Low,,Sales Executive,,,,,,,,,,,,,,,,,3,6,4,10,0.6,3.7215
,,,,,,,Male,,,Sales Representative,Low,,,,,,,,,,,,,,,,3,6,4,10,0.6,3.7215
,,,,,,,,,,,,Single,,,,High,,,,,,Very High,,,,,3,6,4,10,0.6,3.7215
,,,,,Marketing,,,,Entry,,,,,,,,,,,,,,,,,New,3,12,8,20,0.6,3.7215
,,,,,,Low,,,,Laboratory Technician,,,,,,High,,,,,,,,,,,3,9,6,15,0.6,3.7215
,,,,,,Low,,,,,,,Low,,,Low,,,,,,,,,,,3,9,6,15,0.6,3.7215
,Travel_Frequently,,,,,,,,,,,,,,,,,,,Junior,,,New,,,,3,24,16,40,0.6,3.7215
Young,,,Near,,,,,,,Sales Representative,,,,,,,,,,,,,,,,,3,9,6,15,0.6,3.7215
,,,,,Marketing,,,,Entry,,,,,,,,,,,,,,New,,,,3,9,6,15,0.6,3.7215
,Travel_Frequently,,,,Technical Degree,High,,,,,,,,,,,,,,,,,,,,,3,6,4,10,0.6,3.7215
,,,,,,,Female,,,Sales Representative,Medium,,,,,,,,,,,,,,,,3,6,4,10,0.6,3.7215
,,,,,,,,Low,,,,,,,,,Excellent,,,,,Medium,,,,,3,9,6,15,0.6,3.7215
Young,,,,,,,,,,,,Single,,Some,,,,,,,,,,,,,3,6,4,10,0.6,3.7215
,,,,,,,Male,Medium,,Sales Representative,,,,,,,,,,,,,,,,,3,6,4,10,0.6,3.7215
,,,,,,,,,,,,,,,Yes,,,Medium,,Junior,,,,,,,3,12,8,20,0.6,3.7215
,,,Far,,Marketing,,,,,,,Single,,,,,,,,,,,,,,,3,6,4,10,0.6,3.7215
,Travel_Frequently,,,,,,,,,,,Single,,,,,,,,,,Very High,,,,,3,6,4,10,0.6,3.7215
